FID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION
HUNDESACKERLOGD.26731517,POINT (16.330348597251575 48.23409986252253),18,Türkenschanzpark (Hundezone),,716,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731518,POINT (16.32916365302605 48.23446530031302),18,Türkenschanzpark (Hundezone),,715,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731519,POINT (16.334355159526204 48.23698091169059),18,Türkenschanzpark,,714,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731520,POINT (16.33750297322096 48.23588696573071),18,Türkenschanzpark,,718,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731521,POINT (16.294835001725048 48.23045319067182),17,Dornbacher Straße 78,,710,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731522,POINT (16.30192295356235 48.234947399061475),17,Hans-Bock-Park,,708,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731523,POINT (16.301288247761814 48.236017960470576),17,Hans-Bock-Park,,709,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731524,POINT (16.31197875165562 48.22689949416122),17,Alszeile ggü Sportclubplatz (Hundezone),,692,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731525,POINT (16.31231569063677 48.23081447442341),17,Moritz-Mayer-Park,,707,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731526,POINT (16.321440728282468 48.224029237632905),17,Clemens-Krauss-Park,,704,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731527,POINT (16.321849498988637 48.21893020993216),17,Clemens-Hofbauer-Platz,,700,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731528,POINT (16.322488073327854 48.218855257185176),17,Clemens-Hofbauer-Platz,,701,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731529,POINT (16.324101860544108 48.22596951271329),17,Lidlpark,,698,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729764,POINT (16.43557661485401 48.23402897364603),22,Arminenstraße,# Promenadestraße,2439,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729765,POINT (16.448671861218493 48.21517302719965),22,Mühlgrundweg,,3108,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729766,POINT (16.52041098954927 48.23106841052365),22,Wolfgang-Mühlwanger-Straße,# Seiseneggergasse,3595,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729767,POINT (16.502428700480756 48.17052417394965),22,Finsterbuschstraße,,2905,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729768,POINT (16.525193848286904 48.24980813995905),22,Breitenleer Straße,400 (Haltestelle),3574,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729769,POINT (16.41098314895321 48.25426291612175),21,Plankenbüchlergasse,# Donaufelder Straße,2218,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729770,POINT (16.44099303945211 48.23282914745632),22,Godlewskigasse,ggü. 12-14,2887,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729771,POINT (16.447749834603005 48.21274454459356),22,Mühlwasserstraße,2,3099,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729772,POINT (16.51914939129298 48.20140516544449),22,Eßlinger Furth,ggü. 5,2469,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729773,POINT (16.4108274001137 48.249430789979826),21,Fultonstraße,# Mühlschüttelstraße,2528,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729774,POINT (16.465090928555718 48.20949376235692),22,Binsenweg,5,3116,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729775,POINT (16.50864614180606 48.16665013760799),22,Finsterbuschstraße,,2908,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729776,POINT (16.48549795279316 48.2818942840657),22,Baschgasse,21,2593,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729777,POINT (16.436416806593773 48.22912953043432),22,Ing.-Sarek-Weg,# Florian-Berndl-Gasse,1395,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729778,POINT (16.425117335975354 48.22224212165336),22,Am Kaisermühlendamm,ggü. 107,2933,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729779,POINT (16.40517091469359 48.251838483174),21,Morelligasse,8,2806,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729780,POINT (16.448629841089954 48.2056776150763),22,Am Kaisermühlendamm,Bei Ostbahnbrücke,2891,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729781,POINT (16.416521844453246 48.255112123380606),21,Satzingerweg,ggü. Siegfriedgasse,3074,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729782,POINT (16.481414616584228 48.28923972932101),22,Klenkweg,1,3124,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729783,POINT (16.440737834960206 48.221911879677236),22,Industriestraße,126,3127,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729784,POINT (16.48737115418991 48.282805589419105),22,Stallarngasse,36,1364,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729796,POINT (16.312353690362297 48.16139308006705),12,Stachegasse,1-3,3242,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729797,POINT (16.266170491398054 48.16497881334945),13,Kalmannstraße,38,2023,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729798,POINT (16.312580202007467 48.159813355524875),12,Muffatgasse,# Altmannsdorfer Anger,2001,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729799,POINT (16.31978078185539 48.1649916839485),12,Hoffingergasse,# Stegmayergasse,0136,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729800,POINT (16.261169495803337 48.17244433055552),13,Joseph-Lister-Gasse,92 Ende Umkehrplatz,3502,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729801,POINT (16.276375626259632 48.16503776695807),13,Dvorakgasse,beim Wasserwerk,2538,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729802,POINT (16.32616032708234 48.165130974070195),12,Am Kabelwerk,2,2544,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729803,POINT (16.298921328549024 48.165737961160325),12,Schurzgasse,2,1300,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729804,POINT (16.32241012755389 48.178734097151064),12,Pohlgasse,# Rotenmühlgasse,2868,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729805,POINT (16.292485599679896 48.163256490594925),12,Atzgersdorfer Straße,153 (Wirtschaftweg),3238,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729806,POINT (16.328478325579034 48.180804533195975),12,Füchselhofgasse,beim Spielplatz,132,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729807,POINT (16.343968215072497 48.16888174414005),10,Carl Appel Straße,7,2762,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729808,POINT (16.349016887549368 48.175075030885274),10,Kundrathstraße,14-16,2039,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729809,POINT (16.294537546262333 48.16770923452839),13,Peschkaweg,1,3267,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729810,POINT (16.33925710867137 48.172509272839505),12,Untermeidlinger Straße,ggü. 67,2476,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729811,POINT (16.29052619696129 48.163360330837754),13,Fred-Liewer-Gasse,13,2346,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729812,POINT (16.34315777452615 48.181970208084245),12,Wolfganggasse,33,2226,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729813,POINT (16.272245261837327 48.16441973004427),13,Dr.-Schober-Straße,# Grenzgasse 17,2540,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729814,POINT (16.279828204730276 48.16900247312069),13,Biraghigasse,Heinrich-Druskowitz-Platz,2029,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729815,POINT (16.267561980714625 48.1807371852179),13,Veitingergasse,# Jagdschloßgasse,2752,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729816,POINT (16.26986137495212 48.18940993133167),13,Sommerergasse,8,2756,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729817,POINT (16.299419864099132 48.18797612983583),13,Dommayergasse,10,0141,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729818,POINT (16.331915439672827 48.172854031105224),12,Unter-Meidlinger Straße,# Pottendorfer Straße,2041,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729819,POINT (16.337739951672045 48.1742641347622),12,Kerschensteinergasse,# Eibesbrunnergasse,2042,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26729820,POINT (16.27244746083925 48.19161408244865),13,Amalienstraße,11,3259,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730682,POINT (16.36292005020154 48.261378686392256),19,Nußberggasse,10,1228,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730686,POINT (16.364355415101883 48.23933014261829),20,Brigittenauer Lände,Sackgasse Höhe Döblinger Steg,2432,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730713,POINT (16.294002925248705 48.13337774967457),23,Siebenhirtenstraße,,1263,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730715,POINT (16.35463804715195 48.23328657181788),19,Döblinger Gürtel,ggü 7,2696,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730716,POINT (16.350294816723313 48.243253297009126),19,Seleskowitschgasse,# Max-Patet-Weg,2980,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730717,POINT (16.344450344692838 48.23441261824767),19,Weimarer Straße,73,2691,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730718,POINT (16.383762830904793 48.29163743567823),21,Meriangasse,# Göpfritzgasse,2821,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730719,POINT (16.50132055837383 48.171148133819244),22,Finsterbuschstraße,,2899,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730720,POINT (16.351707860490407 48.244170911627684),19,Nusswaldgasse,11,2444,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730723,POINT (16.34303732181739 48.237190290381385),19,Peter Jordan Straße,38,2692,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730724,POINT (16.35496831258457 48.251068643561545),19,Hohe Warte,27,2699,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730725,POINT (16.35238551712613 48.24691168158544),19,Hannplatz,5,1213,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730726,POINT (16.35634650720892 48.23510293329346),19,Döblinger Gürtel,28,0145,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730727,POINT (16.357494841307346 48.251046348521356),19,Geweygasse,4A,1210,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730729,POINT (16.350708749947973 48.247922701432955),19,Paradiesgasse,2,1093,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730730,POINT (16.353147318462085 48.239124542431284),19,Gatterburggasse,17,1209,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730732,POINT (16.354214573705015 48.23274176934461),19,Döblinger Gürtel,3,1208,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730733,POINT (16.35611144378862 48.23621200395807),19,Guneschgasse,Skywalk,1211,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730735,POINT (16.354466696469586 48.236398238902545),19,Pantzergasse,# Guneschgasse,0183,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730736,POINT (16.351321869765506 48.23686679218257),19,Hardtgasse,# Kreindlgasse,0346,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730737,POINT (16.35054684169843 48.234961822437896),19,Billrothstraße 19,# Schegargasse ggü. 12,1207,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730738,POINT (16.350290679193055 48.233871952946835),19,Philipovichgasse,# Lißbauergasse,1214,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730739,POINT (16.353264727494306 48.22336590396851),9,Nußdorfer Straße,7,2969,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730740,POINT (16.353537849421496 48.24617590841146),19,Hannplatz,1,1212,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731530,POINT (16.323348907660467 48.22414304156076),17,Lidlpark,,696,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731531,POINT (16.325754785967657 48.21445130040605),17,Lorenz-Bayer-Park (Hundezone),,693,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731532,POINT (16.330200806208417 48.22290559936655),17,Diepoldpark,,699,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731533,POINT (16.33423095750136 48.21833658281123),17,Pezzlpark,,695,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731534,POINT (16.334419355324844 48.21882408216151),17,Pezzlpark,,694,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731535,POINT (16.37131935755931 48.21445748958296),1,Rudolfspark/ Heinrichsgasse,,541,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731536,POINT (16.372446816027207 48.213821297404984),1,Rudolfspark/Gölsdorfgasse,,500,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731537,POINT (16.365517232149628 48.20238663708436),1,Schillerpark,,501,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731538,POINT (16.372839295936274 48.215315095140895),1,Franz-Josefs-Kai ggü 45,,542,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731539,POINT (16.373404820582422 48.214797087796995),1,Franz-Josefs-Kai ggü 41,,503,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731540,POINT (16.3856966576599 48.18805514424731),3,Schweizergarten (Hundezone Landstraßer Gürtel),,546,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731541,POINT (16.386114015512252 48.1880255133465),3,Schweizergarten (Hundezone Landstraßer Gürtel),Tiba,508,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731542,POINT (16.384220262813685 48.185148522058476),3,Schweizergarten (Hundezone Arsenalstraße),,545,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731543,POINT (16.384938944207622 48.18501696980021),3,Schweizergarten (Hundezone Arsenalstraße),,548,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731544,POINT (16.384673579798907 48.18497150972766),3,Schweizergarten (Hundezone Arsenalstraße),,547,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731545,POINT (16.3903624128501 48.198293757120595),3,Arenbergpark (Hundezone),,504,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731546,POINT (16.40516958141701 48.19176161174365),3,Baumgasse - Rundweg (Hundezone),,506,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731547,POINT (16.39930686744905 48.19070959575283),3,Wohnpark Rennweg (Hundezone),,505,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731548,POINT (16.38630547137158 48.195570792072886),3,Ungargasse 64/ Rennweg,,533,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731549,POINT (16.38171783997772 48.20515616639839),3,Kinderpark,,507,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731550,POINT (16.396046699750517 48.20855022156471),3,Weißgerberlände (Hundezone),,549,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731551,POINT (16.3961001097715 48.2081038682979),3,Weißgerberlände (Hundezone),,509,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731552,POINT (16.34469737752245 48.211153201370266),8,Hamerlingpark (Hundezone),,567,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
